Id,NameHCR,RSSDHCR,Excl_Specialty,Excl_Foreign,Excl_Nocore,Excl_Noloans,Excl_Credit,CERT,NameFull,Address,City,Stalp,Zip,Stcnty,Year,Callym,CB,Asset,HCAsset,Size,ForAsset,LoanToAsset,CoreRatio,Max_Deposits,Office_Count,Unique_Metros,State_Count,Business_Line,Meets_LTA,Meets_Core,Meets_Deposits,Meets_Offices,Meets_LrgMSA,Meets_States,Run_Date
10494,MOUNT VERNON BCORP,0001140912,0,0,0,0,0,10494,MOUNT VERNON BANK AND TRUST COMPANY,206 1ST ST. W.,MOUNT VERNON,IA,52314,19113,2021,202112,1,"174,678","174,678",S,,58.02%,87.65%,136396,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10497,SAC CITY LTD,0001203488,0,0,0,0,0,10497,IOWA STATE BANK,500 AUDUBON ST.,SAC CITY,IA,50583,19161,2021,202112,1,"173,540","173,540",S,,70.09%,88.89%,130533,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10500,FSB BCORP,0001889846,0,0,0,0,0,10500,FARMERS SAVINGS BANK,3542 168TH ST.,WEVER,IA,52658,19111,2021,202112,1,"138,578","138,578",S,,53.02%,86.06%,56424,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10502,G S BANCSHARES INC,0001051504,0,0,0,0,0,10502,BANKWEST OF KANSAS,922 MAIN ST.,GOODLAND,KS,67735,20181,2021,202112,1,"146,796","146,796",S,,46.90%,66.71%,86933,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10503,BEUTLER INC,0001059591,0,0,0,0,0,10503,THE FIRST STATE BANK,206 N. PENNSYLVANIA AVE.,NESS CITY,KS,67560,20135,2021,202112,1,"83,684","83,684",S,,23.20%,84.37%,61727,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10505,,,0,0,0,0,0,10505,THE KANSAS STATE BANK,236 N. MAIN ST.,OTTAWA,KS,66067,20059,2021,202112,1,"196,785","196,785",S,,34.38%,90.74%,145931,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10520,CITIZENS BCORP MOREHEAD INC,0001071865,0,0,0,0,0,10520,THE CITIZENS BANK,114 W MAIN ST,MOREHEAD,KY,40351,21205,2021,202112,1,"196,644","196,644",S,,54.86%,87.38%,92698,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10523,,,0,0,0,0,0,10523,BANK OF COMMERCE & TRUST CO.,326 N AVE. G,CROWLEY,LA,70526,22001,2021,202112,1,"400,802","400,802",S,,18.91%,88.63%,195738,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10528,EXCHANGE BANCSHARES INC,0001106525,0,0,0,0,0,10528,"EXCHANGE BANK AND TRUST COMPANY, NATCHITOCHES, LOUISIANA",700 FRONT ST,NATCHITOCHES,LA,71457,22069,2021,202112,1,"177,002","177,002",S,,39.87%,90.09%,162949,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1108985,CALDWELL HOLDING CO,0001108985,0,0,0,0,0,10531,CITIZENS PROGRESSIVE BANK,3540 FRONT ST,WINNSBORO,LA,71295,22041,2021,202112,1,"208,272","522,538",S,,66.41%,83.49%,160081,12,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10532,CATAHOULA HOLDING CO,0001109722,0,0,0,0,0,10532,CLB THE COMMUNITY BANK,301 MOUND ST,JONESVILLE,LA,71343,22025,2021,202112,1,"250,424","250,424",S,,56.88%,90.62%,87272,6,0,1,C&I Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10533,WINNSBORO BANCSHARES INC,0001107081,0,0,0,0,0,10533,WINNSBORO STATE BANK & TRUST COMPANY,3875 FRONT ST,WINNSBORO,LA,71295,22041,2021,202112,1,"263,251","263,251",S,,73.43%,85.16%,151797,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10561,MINNESOTA CMTY BANCSHARES INC,0004523440,0,0,0,0,0,10561,ARCADIAN BANK,601 N. BROADWAY,HARTLAND,MN,56042,27047,2021,202112,1,"181,439","181,439",S,,74.09%,80.21%,111099,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10567,CARLSON BANKSHARES INC,0001128451,0,0,0,0,0,10567,UNITED MINNESOTA BANK,105 CENTRAL AVE.,NEW LONDON,MN,56273,27067,2021,202112,1,"47,121","47,121",S,,60.19%,93.81%,40919,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10568,MIDWEST MN CMTY DEVELOPMENT,0003802540,0,0,0,0,0,10568,"COMMUNITY DEVELOPMENT BANK, FSB",516 MAIN ST.,OGEMA,MN,56569,27005,2021,202112,1,"213,524","213,524",S,,46.91%,89.39%,116955,3,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10571,,,0,0,0,0,0,10571,FARMERS AND MERCHANTS STATE BANK OF ALPHA,210 N. MAIN ST.,ALPHA,MN,56111,27063,2021,202112,1,"42,381","42,381",S,,64.31%,86.09%,37817,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10576,FIRST SOUTHEASTERN BANC GROUP,0001137510,0,0,0,0,0,10576,FIRST SOUTHEAST BANK,3 MAIN AVE N,HARMONY,MN,55939,27045,2021,202112,1,"129,613","129,613",S,,63.51%,84.58%,101372,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10582,CITIZENS ST AGENCY TYLER INC,0001123287,0,0,0,0,0,10582,"CITIZENS STATE BANK OF TYLER, INCORPORATED",111 N. TYLER ST,TYLER,MN,56178,27081,2021,202112,1,"29,239","29,239",S,,16.54%,92.02%,27089,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10594,FRANKLIN BANCSHARES INC,0003674215,0,0,0,0,0,10594,BANK OF FRANKLIN,9 MAIN ST E,MEADVILLE,MS,39653,28037,2021,202112,1,"190,010","190,010",S,,59.75%,89.96%,71519,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10595,COMMUNITY FIRST BANCSHARES INC,0002587411,0,0,0,0,0,10595,COMMUNITY FIRST BANK,915 W. FORT SCOTT ST.,BUTLER,MO,64730,29013,2021,202112,1,"268,888","268,888",S,,61.58%,91.17%,107358,4,1,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10597,,,0,0,0,0,0,10597,THE BANK OF ORRICK,113 E. S. FRONT ST.,ORRICK,MO,64077,29177,2021,202112,1,"43,619","43,619",S,,27.52%,88.95%,41506,2,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10608,WASHCO BANCSHARES INC,0001119525,0,0,0,0,0,10608,UNICO BANK,625 VETERANS DR.,MINERAL POINT,MO,63660,29221,2021,202112,1,"424,329","424,329",S,,75.28%,90.77%,54253,15,0,2,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10618,BETHANY BANKSHARES INC,0001905009,0,0,0,0,0,10618,BTC BANK,3606 MILLER ST,BETHANY,MO,64424,29081,2021,202112,1,"907,625","907,625",S,,61.92%,86.83%,190122,19,1,2,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10619,HAWTHORN BANCSHARES INC,0002038409,0,0,0,0,0,10619,HAWTHORN BANK,132 E. HIGH ST.,JEFFERSON CITY,MO,65101,29051,2021,202112,1,"1,823,981","1,823,981",S,,70.59%,82.15%,275280,21,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1138786,C S BANCSHARES INC,0001138786,0,0,0,0,0,10623,STATE BANK OF MISSOURI,101 N.W. 2ND ST.,CONCORDIA,MO,64020,29107,2021,202112,1,"131,128","317,335",S,,44.88%,91.58%,132298,7,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10626,,,0,0,0,0,0,10626,BANK OF NEW CAMBRIA,200 S. MAIN ST.,NEW CAMBRIA,MO,63558,29121,2021,202112,1,"35,897","35,897",S,,28.18%,87.95%,20228,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10628,BOR BCORP,0003468209,0,0,0,0,0,10628,PREFERRED BANK,205 MAIN ST,ROTHVILLE,MO,64676,29041,2021,202112,1,"138,589","138,589",S,,31.96%,92.76%,36732,5,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1053272,PINNACLE BCORP INC,0001053272,0,0,0,0,0,10634,PINNACLE BANK,1401 N ST.,LINCOLN,NE,68508,31109,2021,202112,0,"7,852,003","17,846,020",L,,56.60%,88.57%,508050,167,5,8,Multi Specialty Lender,1,1,1,0,0,0,20220310
10635,STEINAUER BCORP,0002847665,0,0,0,0,0,10635,THE BANK OF STEINAUER,215 MAIN ST,STEINAUER,NE,68441,31133,2021,202112,1,"14,992","14,992",S,,62.74%,91.32%,13105,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1050495,CENTRAL BANCSHARES INC,0001050495,0,0,0,0,0,10637,FIRST CENTRAL BANK,623 PATTERSON ST,CAMBRIDGE,NE,69022,31065,2021,202112,1,"120,132","407,702",S,,70.00%,67.02%,125426,7,1,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10639,WILLIAMS FINANCIAL CORP,0001053311,0,0,0,0,0,10639,FLATWATER BANK,900 LAKE,GOTHENBURG,NE,69138,31047,2021,202112,1,"214,677","214,677",S,,59.16%,83.50%,160293,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10641,TRI VALLEY BANCSHARES INC,0003952940,0,0,0,0,0,10641,RIVERSTONE BANK,600 S 4TH ST,EAGLE,NE,68347,31025,2021,202112,1,"494,059","494,059",S,,65.52%,84.69%,186769,8,2,3,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10643,MACKEY BANCO INC,0002332620,0,0,0,0,0,10643,DUNDEE BANK,5015 UNDERWOOD AVE.,OMAHA,NE,68132,31055,2021,202112,1,"479,987","479,987",S,,87.02%,78.56%,261363,2,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10644,S &S INVESTMENT CO,0001051054,0,0,0,0,0,10644,STATE BANK OF ODELL,111 MAIN ST.,ODELL,NE,68415,31067,2021,202112,1,"33,881","33,881",S,,24.31%,92.61%,31256,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10647,AMERICAN EXCHANGE CO,0001061950,0,0,0,0,0,10647,AMERICAN EXCHANGE BANK,151 N. 4TH ST.,ELMWOOD,NE,68349,31025,2021,202112,1,"58,733","58,733",S,,51.79%,89.11%,39340,2,1,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10663,ANDOVER BCORP INC,0001071913,0,0,0,0,0,10663,THE ANDOVER BANK,19 PUBLIC SQ.,ANDOVER,OH,44003,39007,2021,202112,1,"574,534","574,534",S,,45.31%,88.92%,104380,10,1,2,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10667,MABREY BCORP INC,0002052777,0,0,0,0,0,10667,MABREY BANK,14821 S. MEMORIAL,BIXBY,OK,74008,40143,2021,202112,1,"1,574,653","1,574,653",S,,68.21%,91.00%,326866,15,2,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10672,SKIATOOK BANCSHARES INC,0001133129,0,0,0,0,0,10672,THE EXCHANGE BANK,300 W. ROGERS,SKIATOOK,OK,74070,40113,2021,202112,1,"144,633","144,633",S,,37.32%,89.13%,92449,3,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10674,HYDRO BANCSHARES INC,0001057168,0,0,0,0,0,10674,BANK OF HYDRO,146 W. MAIN ST.,HYDRO,OK,73048,40015,2021,202112,1,"140,452","140,452",S,,86.99%,87.41%,73438,3,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10677,JBT BCORP INC,0005557983,0,0,0,0,0,10677,"JONESTOWN BANK AND TRUST COMPANY, OF JONESTOWN, PENNSYLVANIA",2 W. MARKET ST.,JONESTOWN,PA,17038,42075,2021,202112,1,"832,577","832,577",S,,82.97%,87.76%,129312,14,1,1,Other Consumer Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10678,MUNCY BANK FINANCIAL INC,0001364035,0,0,0,0,0,10678,THE MUNCY BANK AND TRUST COMPANY,2  N MAIN ST.,MUNCY,PA,17756,42081,2021,202112,1,"593,847","593,847",S,,74.46%,88.91%,197588,9,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10685,MIFFLINBURG BCORP INC,0001137042,0,0,0,0,0,10685,MIFFLINBURG BANK AND TRUST COMPANY,250 E. CHESTNUT ST.,MIFFLINBURG,PA,17844,42119,2021,202112,1,"551,898","551,898",S,,60.70%,84.43%,236069,8,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10693,,,0,0,0,0,0,10693,SIMPLYBANK.,420 3RD AVE,DAYTON,TN,37321,47143,2021,202112,1,"723,856","723,856",S,,68.48%,89.88%,205940,11,2,2,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10704,ABILENE HOLDCO INC,0005530605,0,0,0,0,0,10704,FIRST STATE BANK,2118 S. TREADAWAY BLVD.,ABILENE,TX,79602,48441,2021,202112,1,"55,003","55,003",S,,22.99%,83.69%,31994,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10709,FIRST ST BANCSHARES YOAKUM INC,0001107812,0,0,0,0,0,10709,CROSSROADS BANK,406 W. GRAND AVE.,YOAKUM,TX,77995,48123,2021,202112,1,"315,216","315,216",S,,43.39%,90.01%,206682,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10719,BOZKA INVESTMENTS LTD,0003584293,0,0,0,0,0,10719,PEOPLES STATE BANK OF HALLETTSVILLE,116 E. 3RD ST.,HALLETTSVILLE,TX,77964,48285,2021,202112,1,"341,272","341,272",S,,33.83%,80.52%,286961,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10741,NORTHERN FINANCIAL CORP,0001121724,0,0,0,0,0,10741,INDEPENDENCE STATE BANK,23942 SENTY DR.,INDEPENDENCE,WI,54747,55121,2021,202112,1,"83,120","83,120",S,,62.20%,86.63%,51685,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10788,ISB BCORP INC,0004361361,0,0,0,0,0,10788,ILLINI STATE BANK,301 S. COLUMBIA AVE.,OGLESBY,IL,61348,17099,2021,202112,1,"156,632","156,632",S,,55.24%,69.81%,73057,3,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10791,STATELINE CMTY BANCSHARES INC,0001975468,0,0,0,0,0,10791,COMMUNITY BANK,233 CARVER ST.,WINSLOW,IL,61089,17177,2021,202112,1,"258,028","258,028",S,,61.87%,69.97%,61583,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10799,CAMPBELL HILL BANCSHARES INC,0001427387,0,0,0,0,0,10799,FIRST STATE BANK OF CAMPBELL HILL,114 W FRONT ST,CAMPBELL HILL,IL,62916,17077,2021,202112,1,"142,101","142,101",S,,59.60%,87.67%,70436,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1201390,ARTHUR R MURRAY INC,0001201390,0,0,0,0,0,10803,DEWEY BANK,2994 COUNTY RD. 900 E.,DEWEY,IL,61840,17019,2021,202112,1,"26,879","80,519",S,,50.27%,90.65%,47571,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10804,PERRY COUNTY BCORP INC,0001099748,0,0,0,0,0,10804,DU QUOIN STATE BANK,15 E MAIN ST,DU QUOIN,IL,62832,17145,2021,202112,1,"142,384","142,384",S,,22.99%,80.34%,101405,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10809,VAN ORIN BCORP INC,0002795140,0,0,0,0,0,10809,FIRST STATE BANK OF VAN ORIN,27875 2600 E ST.,VAN ORIN,IL,61374,17011,2021,202112,1,"46,956","46,956",S,,21.22%,89.47%,28470,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10816,MAIN STREET BANCSHARES INC,0004625595,0,0,0,0,0,10816,GRAND RIVERS COMMUNITY BANK,260 S MAIN ST,GRAND CHAIN,IL,62941,17153,2021,202112,1,"14,907","14,907",S,,49.76%,85.26%,8289,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10820,,,0,0,0,0,0,10820,STATE BANK OF INDUSTRY,101 W. MAIN ST.,INDUSTRY,IL,61440,17109,2021,202112,1,"55,836","55,836",S,,53.38%,84.32%,47969,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10821,CLAY CNTY STATE BANCSHARES INC,0003390159,0,0,0,0,0,10821,CLAY COUNTY STATE BANK,111 N CHURCH ST,LOUISVILLE,IL,62858,17025,2021,202112,1,"106,365","106,365",S,,45.00%,83.89%,78419,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10828,CARBONDALE INVESTMENT CORP THE,0001096774,0,0,0,0,0,10828,THE BANK OF CARBONDALE,216 E MAIN ST,CARBONDALE,IL,62901,17077,2021,202112,1,"280,105","280,105",S,,44.39%,85.38%,188085,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10829,PETEFISH SKILES BANCSHARES INC,0002728652,0,0,0,0,0,10829,"PETEFISH, SKILES & CO.",102 W. BEARDSTOWN ST.,VIRGINIA,IL,62691,17017,2021,202112,1,"270,649","270,649",S,,57.16%,78.23%,114758,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10831,FIRST TRUST HOLDINGS INC THE,0002251776,0,0,0,0,0,10831,"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",120 E. WALNUT ST.,WATSEKA,IL,60970,17075,2021,202112,1,"302,457","302,457",S,,42.76%,85.44%,202593,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10840,,,0,0,0,0,0,10840,CAMPUS STATE BANK,206 CTR. ST,CAMPUS,IL,60920,17105,2021,202112,1,"24,156","24,156",S,,62.29%,89.61%,22961,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10843,CBC FINANCIAL INC,0005164626,0,0,0,0,0,10843,CITIZENS BANK OF CHATSWORTH,502 E LOCUST ST,CHATSWORTH,IL,60921,17105,2021,202112,1,"42,466","42,466",S,,51.37%,86.20%,21900,2,0,1,C&I Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10844,BUENA VISTA BCORP INC,0001399578,0,0,0,0,0,10844,BUENA VISTA NATIONAL BANK,1309 SWANWICK ST,CHESTER,IL,62233,17157,2021,202112,1,"259,436","259,436",S,,44.56%,86.24%,114873,8,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10845,CLAY CITY BANK SHARES INC,0002576415,0,0,0,0,0,10845,THE CLAY CITY BANKING CO.,331 S MAIN ST,CLAY CITY,IL,62824,17025,2021,202112,1,"196,975","196,975",S,,67.55%,89.07%,71505,4,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10849,TOMPKINS BCORP INC,0001491388,0,0,0,0,0,10849,TOMPKINS STATE BANK,117 N. MAIN ST.,AVON,IL,61415,17057,2021,202112,1,"275,715","275,715",S,,52.97%,88.28%,78753,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10853,WEST CENTRAL BANCSHARES INC,0001129944,0,0,0,0,0,10853,WEST CENTRAL BANK,400 E BUCHANAN ST,ASHLAND,IL,62612,17017,2021,202112,1,"225,552","225,552",S,,61.92%,86.82%,80126,6,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1205923,BEMENT BANCSHARES INC,0001205923,0,0,0,0,0,10855,STATE BANK OF BEMENT,180 E. BODMAN ST.,BEMENT,IL,61813,17147,2021,202112,1,"123,282","159,527",S,,53.29%,86.26%,93824,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10858,ANDERSON BCORP INC,0001210114,0,0,0,0,0,10858,ANDERSON STATE BANK,111 W. HWY. ST.,ONEIDA,IL,61467,17095,2021,202112,1,"103,274","103,274",S,,27.72%,85.43%,89815,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10860,MURPHY-WALL BCORP INC,0002232748,0,0,0,0,0,10860,MURPHY-WALL STATE BANK AND TRUST COMPANY,105 E WATER ST,PINCKNEYVILLE,IL,62274,17145,2021,202112,1,"163,384","163,384",S,,53.66%,86.44%,99527,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10871,TRI-COUNTY BANCSHARES INC,0003122837,0,0,0,0,0,10871,FIRST STATE BANK OF BEECHER CITY,101 S CHARLES ST,BEECHER CITY,IL,62414,17049,2021,202112,1,"93,608","93,608",S,,62.04%,86.57%,79157,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10872,,,0,0,0,0,0,10872,CHESTERFIELD STATE BANK,25 S MAIN ST,CHESTERFIELD,IL,62630,17117,2021,202112,1,"23,909","23,909",S,,64.74%,91.54%,19123,1,1,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10878,WATERMAN ACQUISITION GROUP LLC,0005341249,0,0,0,0,0,10878,WATERMAN BANK,244 W LINCOLN HWY,WATERMAN,IL,60556,17037,2021,202112,1,"85,668","85,668",S,,57.09%,75.20%,48508,1,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10883,SCOTT MORGAN BCORP INC,0003917873,0,0,0,0,0,10883,BANK OF BLUFFS,115 N. BLUFFS ST.,BLUFFS,IL,62621,17171,2021,202112,1,"61,856","61,856",S,,58.88%,85.97%,46789,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10885,,,0,0,0,0,0,10885,BANK OF CHESTNUT,100 OLIVE ST.,CHESTNUT,IL,62518,17107,2021,202112,1,"21,090","21,090",S,,63.39%,91.46%,18834,1,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10886,FIRST ELDORADO BANCSHARES INC,0001491481,0,0,0,0,0,10886,LEGENCE BANK,1108 US HWY. 45 N,ELDORADO,IL,62930,17165,2021,202112,1,"657,347","657,347",S,,55.78%,87.52%,130292,13,0,2,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10903,STATE CENTER FINANCIAL INC,0001203769,0,0,0,0,0,10903,CENTRAL STATE BANK,109 W. MAIN ST.,STATE CENTER,IA,50247,19127,2021,202112,1,"376,774","376,774",S,,72.83%,72.90%,259945,2,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10906,,,0,0,0,0,0,10906,THE BALDWIN STATE BANK,721 HIGH ST.,BALDWIN CITY,KS,66006,20045,2021,202112,1,"97,132","97,132",S,,49.06%,88.37%,84490,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10907,GUARANTY INC,0001064009,0,0,0,0,0,10907,GUARANTY STATE BANK AND TRUST COMPANY,201 S. MILL ST.,BELOIT,KS,67420,20123,2021,202112,1,"355,531","355,531",S,,60.64%,79.68%,161910,9,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10918,RESOURCE ONE INC,0002012566,0,0,0,0,0,10918,GRANT COUNTY BANK,201 S. MAIN ST.,ULYSSES,KS,67880,20067,2021,202112,1,"291,407","291,407",S,,49.65%,73.21%,223953,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10919,BERN BANCSHARES INC,0001065190,0,0,0,0,0,10919,THE STATE BANK OF BERN,402 MAIN ST,BERN,KS,66408,20131,2021,202112,1,"108,924","108,924",S,,51.41%,83.31%,47891,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10920,FIDELITY BANC DODGE CTY KS,0001060234,0,0,0,0,0,10920,THE FIDELITY STATE BANK AND TRUST COMPANY,510 N. 2ND AVE.,DODGE CITY,KS,67801,20057,2021,202112,1,"209,005","209,005",S,,13.81%,81.86%,77992,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10928,MSB BANKSHARES INC,0002962344,0,0,0,0,0,10928,THE MINERS STATE BANK,312 W. GENESEE ST.,IRON RIVER,MI,49935,26071,2021,202112,1,"162,133","162,133",S,,50.25%,86.28%,82603,5,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1126037,FINLAYSON BANCSHARES INC,0001126037,0,0,0,0,0,10956,NORTHVIEW BANK,510 MAIN ST.,SANDSTONE,MN,55072,27115,2021,202112,1,"439,943","871,302",S,,54.05%,86.23%,94919,25,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10958,FARMERS STATE CORP,0001123885,0,0,0,0,0,10958,UNITED PRAIRIE BANK,1141 3RD AVE,MOUNTAIN LAKE,MN,56159,27033,2021,202112,1,"785,211","785,211",S,,82.72%,84.49%,126330,10,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10960,JANESVILLE HOLDING CO,0001124284,0,0,0,0,0,10960,JANESVILLE STATE BANK,201 N MAIN ST.,JANESVILLE,MN,56048,27161,2021,202112,1,"99,744","99,744",S,,57.17%,86.09%,72637,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1125245,WILCOX BANCSHARES INC,0001125245,0,0,0,0,0,10962,GRAND RAPIDS STATE BANK,523 NW 1ST AVE.,GRAND RAPIDS,MN,55744,27061,2021,202112,1,"281,812","435,247",S,,50.13%,86.78%,226158,4,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10965,KANDI BANCSHARES INC,0001125647,0,0,0,0,0,10965,LAKE REGION BANK,51 MAIN ST.,NEW LONDON,MN,56273,27067,2021,202112,1,"156,039","156,039",S,,29.83%,90.05%,67632,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
10967,F&M FINANCIAL SERVICES INC,0001122178,0,0,0,0,0,10967,"F & M COMMUNITY BANK, NATIONAL ASSOCIATION",100 ST. ANTHONY ST. N.,PRESTON,MN,55965,27045,2021,202112,1,"178,560","178,560",S,,64.29%,89.79%,80959,3,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
10969,RANDALL BCORP INC,0002359869,0,0,0,0,0,10969,RANDALL STATE BANK,307 PACIFIC AVE,RANDALL,MN,56475,27097,2021,202112,1,"60,534","60,534",S,,60.51%,89.88%,45347,2,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10971,NORTH STATE BANCSHARES INC,0002130303,0,0,0,0,0,10971,PRIME SECURITY BANK,201 MAIN ST. N.,KARLSTAD,MN,56732,27069,2021,202112,1,"107,441","107,441",S,,81.81%,82.03%,34289,3,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10973,ALLIANCE FINL SERVICES INC,0001127146,0,0,0,0,0,10973,ALLIANCE BANK,105 E. LYON AVE.,LAKE CITY,MN,55041,27157,2021,202112,1,"781,244","781,244",S,,63.86%,87.53%,356523,6,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
10976,CNB FINANCIAL CORP,0001246494,0,0,0,0,0,10976,CENTER NATIONAL BANK,301 N. RAMSEY AVE.,LITCHFIELD,MN,55355,27093,2021,202112,1,"269,950","269,950",S,,43.32%,90.05%,193975,2,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
