Id,NameHCR,RSSDHCR,Excl_Specialty,Excl_Foreign,Excl_Nocore,Excl_Noloans,Excl_Credit,CERT,NameFull,Address,City,Stalp,Zip,Stcnty,Year,Callym,CB,Asset,HCAsset,Size,ForAsset,LoanToAsset,CoreRatio,Max_Deposits,Office_Count,Unique_Metros,State_Count,Business_Line,Meets_LTA,Meets_Core,Meets_Deposits,Meets_Offices,Meets_LrgMSA,Meets_States,Run_Date
1111435,STATE STREET CORP,0001111435,0,1,0,0,0,14,STATE STREET BANK AND TRUST COMPANY,1 LINCOLN ST,BOSTON,MA,02111,25025,2021,202112,0,"311,063,000","311,063,000",L,37.11%,10.47%,49.52%,176455000,3,3,3,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
35,AUBURN NATIONAL BCORP INC,0001129533,0,0,0,0,0,35,AUBURNBANK,132 N GAY ST,AUBURN,AL,36830,01081,2021,202112,1,"1,104,523","1,104,523",S,,41.18%,90.26%,501511,8,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
39,RBC INC,0002526755,0,0,0,0,0,39,ROBERTSON BANKING COMPANY,216 N. WALNUT AVE.,DEMOPOLIS,AL,36732,01091,2021,202112,1,"412,189","412,189",S,,63.80%,90.78%,191651,7,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
41,PHENIX-GIRARD BANCSHARES INC,0002013246,0,0,0,0,0,41,PHENIX-GIRARD BANK,801 13TH ST.,PHENIX CITY,AL,36867,01113,2021,202112,1,"285,239","285,239",S,,25.62%,84.99%,181806,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
46,MERCHANTS FINL SERVICES INC,0001082955,0,0,0,0,0,46,MERCHANTS BANK OF ALABAMA,"900 2ND AVE, SW",CULLMAN,AL,35055,01043,2021,202112,1,"382,952","382,952",S,,49.05%,90.30%,225479,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
49,,,0,0,0,0,0,49,BANK OF EVERGREEN,146 W. FRONT ST.,EVERGREEN,AL,36401,01035,2021,202112,1,"75,713","75,713",S,,33.68%,83.70%,62824,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
50,INDEPENDENT BANCSHARES EMPLOYE,0003587294,0,0,0,0,0,50,COMMUNITY SPIRIT BANK,200 4TH AVE. SW,RED BAY,AL,35582,01059,2021,202112,1,"181,978","181,978",S,,58.97%,88.58%,86405,5,0,2,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
51,FIRST VERNON BANCSHARES INC,0001139998,0,0,0,0,0,51,THE BANK OF VERNON,44825 HWY. 17,VERNON,AL,35592,01075,2021,202112,1,"225,653","225,653",S,,56.31%,86.96%,108158,4,0,2,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
52,CITIZENS BCORP OF WINFIELD INC,0001833616,0,0,0,0,0,52,THE CITIZENS BANK OF WINFIELD,236 BANKHEAD HWY.,WINFIELD,AL,35594,01093,2021,202112,1,"314,022","314,022",S,,17.79%,57.19%,175146,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
54,GADSDEN CORP THE,0001079067,0,0,0,0,0,54,THE EXCHANGE BANK OF ALABAMA,7170 6TH AVE,ALTOONA,AL,35952,01055,2021,202112,1,"365,371","365,371",S,,47.93%,85.99%,118384,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1083895,UNITED BCORP OF ALABAMA INC,0001083895,0,0,0,0,0,58,UNITED BANK,200 E. NASHVILLE AVE.,ATMORE,AL,36502,01053,2021,202112,1,"976,897","1,112,727",S,,58.31%,74.37%,278116,22,1,2,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
70,PEOPLES EXC BANCSHARES INC,0001138870,0,0,0,0,0,70,PEOPLES EXCHANGE BANK,2013 HWY. 21 BYPASS,MONROEVILLE,AL,36460,01099,2021,202112,1,"94,001","94,001",S,,49.57%,84.13%,80581,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
72,CENTRAL STATE BCORP,0001084593,0,0,0,0,0,72,CENTRAL STATE BANK,11025 HWY. 25,CALERA,AL,35040,01117,2021,202112,1,"481,122","481,122",S,,61.45%,89.10%,211109,5,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
77,BANCSOUTH CORP,0001084061,0,0,0,0,0,77,BANKSOUTH,3251 ROSS CLARK CIRCLE,DOTHAN,AL,36303,01069,2021,202112,1,"210,583","210,583",S,,65.82%,81.68%,116693,2,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
81,,,0,0,0,0,0,81,WARREN BANK AND TRUST COMPANY,201 S. MAIN ST.,WARREN,AR,71671,05011,2021,202112,1,"158,873","158,873",S,,33.17%,84.19%,72201,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
88,HARRELL BANCSHARES INC,0002352196,0,0,0,0,0,88,GENERATIONS BANK,3710 W SOUTHERN HILLS BLVD,ROGERS,AR,72758,05007,2021,202112,1,"706,263","706,263",S,,75.38%,78.15%,175976,10,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
89,WHITE RIVER BANCSHARES CO,0003306589,0,0,0,0,0,89,SIGNATURE BANK OF ARKANSAS,"3878 N. CROSSOVER RD, # 20",FAYETTEVILLE,AR,72703,05143,2021,202112,1,"851,707","851,707",S,,80.79%,81.29%,307332,6,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
90,DREW BANCSHARES INC,0001098198,0,0,0,0,0,90,COMMERCIAL BANK & TRUST COMPANY,212 W. GAINES ST.,MONTICELLO,AR,71655,05043,2021,202112,1,"257,695","257,695",S,,52.23%,91.46%,223930,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
93,RIVERSIDE BANCSHARES INC,0002155342,0,0,0,0,0,93,RIVERSIDE BANK,COMMERCE &MAIN ST.,SPARKMAN,AR,71763,05039,2021,202112,1,"62,136","62,136",S,,84.64%,81.75%,29065,2,1,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
94,BRADLEY BANCSHARES INC,0001097463,0,0,0,0,0,94,FIRST STATE BANK OF WARREN,104 S MAIN ST.,WARREN,AR,71671,05011,2021,202112,1,"119,491","119,491",S,,39.68%,89.43%,99525,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
99,,,0,0,0,0,0,99,BANK OF DELIGHT,503 E ANTIOCH ST,DELIGHT,AR,71940,05109,2021,202112,1,"166,201","166,201",S,,69.00%,72.33%,70215,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
105,SHARP BANCSHARES INC,0001099663,0,0,0,0,0,105,BANK OF CAVE CITY,137 S MAIN ST.,CAVE CITY,AR,72521,05135,2021,202112,1,"160,444","160,444",S,,56.93%,85.73%,61405,5,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
107,CLARENDON HOLDING CO,0001099252,0,0,0,0,0,107,THE MERCHANTS & PLANTERS BANK,297 MADISON ST,CLARENDON,AR,72029,05095,2021,202112,1,"46,303","46,303",S,,25.79%,88.14%,37456,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
109,PIONEER BANCSHARES HORATIO ARK,0001139091,0,0,0,0,0,109,HORATIO STATE BANK,123 W MAIN ST,HORATIO,AR,71842,05133,2021,202112,1,"242,780","242,780",S,,76.30%,86.40%,187179,2,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
110,,,0,0,0,0,0,110,BANK OZK,18000 CANTRELL RD,LITTLE ROCK,AR,72223,05119,2021,202112,0,"26,530,430","26,530,430",L,,68.19%,74.47%,4073753,234,16,6,Commercial Real Estate Lending Specialization,1,1,1,0,0,0,20220310
131,SEACOAST BANKING CORP OF FL,0001085013,0,0,0,0,0,131,SEACOAST NATIONAL BANK,815 COLORADO AVE,STUART,FL,34994,12085,2021,202112,0,"9,681,906","9,681,906",L,,60.66%,83.22%,942504,54,5,1,Commercial Real Estate Lending Specialization,1,1,1,1,0,1,20220310
147,CENTURY BCORP INC,0002043850,0,0,0,0,0,147,CENTURY BANK AND TRUST,141 S WAYNE ST,MILLEDGEVILLE,GA,31061,13009,2021,202112,1,"372,436","372,436",S,,43.36%,90.30%,232804,2,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
148,MADISON BANK CORP,0001135105,0,0,0,0,0,148,BANK OF MADISON,133 N. MAIN ST.,MADISON,GA,30650,13211,2021,202112,1,"384,697","384,697",S,,55.48%,89.07%,220971,4,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
149,HAZLEHURST INVESTORS INC,0003140961,0,0,0,0,0,149,BANK OF HAZLEHURST,22 S. TALLAHASSEE ST.,HAZLEHURST,GA,31539,13161,2021,202112,1,"134,473","134,473",S,,38.49%,86.44%,100675,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
155,ALAPAHA HOLDING CO,0003194076,0,0,0,0,0,155,BANK OF ALAPAHA,245 NE RAILROAD ST.,ALAPAHA,GA,31622,13019,2021,202112,1,"245,238","245,238",S,,44.81%,91.62%,95890,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
160,EXCHANGE BANKSHARES INC,0001085862,0,0,0,0,0,160,EXCHANGE BANK,250 W HANCOCK ST,MILLEDGEVILLE,GA,31061,13009,2021,202112,1,"365,260","365,260",S,,44.42%,89.04%,159458,5,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
169,,,0,0,0,0,0,169,FIRST NATIONAL BANK OF GRIFFIN,318 S HILL ST,GRIFFIN,GA,30224,13255,2021,202112,1,"387,144","387,144",S,,25.85%,89.20%,166752,7,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
170,,,0,0,0,0,0,170,THE PEOPLES BANK OF GEORGIA,26 W. MONROE ST.,TALBOTTON,GA,31827,13263,2021,202112,1,"134,486","134,486",S,,76.46%,80.11%,53199,4,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
172,UNITED BANK CORP,0001082777,0,0,0,0,0,172,UNITED BANK,685 GRIFFIN ST.,ZEBULON,GA,30295,13231,2021,202112,0,"2,281,919","2,281,919",L,,31.12%,91.95%,285018,18,1,1,No Lending Specialty,0,1,1,1,1,1,20220310
175,TCB BANCSHARES INC,0001417418,0,0,0,0,0,175,THE COMMERCIAL BANK,102 N. CHURCH ST.,CRAWFORD,GA,30630,13221,2021,202112,1,"420,699","420,699",S,,53.02%,92.25%,121005,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
178,TSB BCORP INC,0001249020,0,0,0,0,0,178,TALBOT STATE BANK,76 E. MAIN ST.,WOODLAND,GA,31836,13263,2021,202112,1,"60,519","60,519",S,,52.07%,64.31%,42170,2,1,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
183,M&C BANCSHARES INC,0005586321,0,0,0,0,0,183,THE MERCHANTS & CITIZENS BANK,6 COLLEGE ST.,MCRAE,GA,31055,13271,2021,202112,1,"133,727","133,727",S,,25.10%,84.13%,103095,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
197,ALLIANCE BCORP,0001138405,0,0,0,0,0,197,ALLIANCE BANK,101 W. MONTGOMERY ST.,FRANCESVILLE,IN,47946,18131,2021,202112,1,"390,346","390,346",S,,42.40%,83.17%,79957,7,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
210,TRI-COUNTY BCORP,0001205286,0,0,0,0,0,210,TRI-COUNTY BANK & TRUST COMPANY,18 E. WASHINGTON ST.,ROACHDALE,IN,46172,18133,2021,202112,1,"233,434","233,434",S,,51.28%,88.55%,76269,5,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
214,W S B INC,0001207468,0,0,0,0,0,214,WASHINGTON STATE BANK,121 S MARION AVE,WASHINGTON,IA,52353,19183,2021,202112,1,"484,091","484,091",S,,46.22%,76.83%,300230,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
223,ROG-LEE INC,0001143212,0,0,0,0,0,223,MANSON STATE BANK,1001 MAIN ST,MANSON,IA,50563,19025,2021,202112,1,"40,915","40,915",S,,33.50%,89.94%,36402,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1203910,COUNTRY BCORP,0001203910,0,0,0,0,0,225,PEOPLES SAVINGS BANK,100 S. MAIN,CRAWFORDSVILLE,IA,52621,19183,2021,202112,1,"43,709","423,574",S,,53.54%,86.50%,51231,12,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
226,GUTHRIE COUNTY BANCSHARES INC,0001208380,0,0,0,0,0,226,GUTHRIE COUNTY STATE BANK,505 E. MAIN ST.,PANORA,IA,50216,19077,2021,202112,1,"183,781","183,781",S,,52.40%,75.19%,79159,2,1,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1201457,AMBANK CO INC,0001201457,0,0,0,0,0,228,AMERICAN STATE BANK,525 N. MAIN ST.,SIOUX CENTER,IA,51250,19167,2021,202112,1,"1,189,079","1,591,779",S,,78.88%,80.47%,534863,13,0,2,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
230,COMMUNITY STATE BCORP,0001131424,0,0,0,0,0,230,COMMUNITY STATE BANK,1812 HWY. BLVD,SPENCER,IA,51301,19041,2021,202112,1,"348,050","348,050",S,,40.84%,82.66%,109161,7,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
231,COMMERCIAL BAN CORP,0001132971,0,0,0,0,0,231,COMMERCIAL SAVINGS BANK,325 W HWY 30,CARROLL,IA,51401,19027,2021,202112,1,"237,393","237,393",S,,64.70%,81.11%,195994,2,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
232,SOLON FINANCIAL INC,0001137903,0,0,0,0,0,232,SOLON STATE BANK,126 S. MARKET ST.,SOLON,IA,52333,19103,2021,202112,1,"130,625","130,625",S,,46.17%,76.75%,59806,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1133615,DENTEL BCORP,0001133615,0,0,0,0,0,234,POCAHONTAS STATE BANK,233 N. MAIN ST.,POCAHONTAS,IA,50574,19151,2021,202112,1,"105,002","217,172",S,,38.45%,71.33%,89176,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
235,OLD O BRIEN BANC SHARES INC,0001209172,0,0,0,0,0,235,SECURITY STATE BANK,109 W. 2ND ST.,SUTHERLAND,IA,51058,19141,2021,202112,1,"268,983","268,983",S,,91.36%,73.47%,135143,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1205905,GREENE INVESTMENT CO,0001205905,0,0,0,0,0,245,RACCOON VALLEY BANK,1202 2ND ST.,PERRY,IA,50220,19049,2021,202112,1,"394,924","732,232",S,,76.34%,85.18%,261289,6,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
248,SSB HOLDING CO INC,0001201729,0,0,0,0,0,248,STATE SAVINGS BANK,4800 GEORGE MILLS CIVIC PARK,WEST DES MOINES,IA,50265,19153,2021,202112,1,"185,227","185,227",S,,74.15%,77.45%,90167,2,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1919976,BEULAH BCORP INC,0001919976,0,0,0,0,0,251,FIRST SECURITY BANK,401 MAIN ST.,MAPLETON,IA,51034,19133,2021,202112,1,"76,459","147,678",S,,47.95%,82.85%,54569,4,0,2,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
252,IOWA RIVER BCORP INC,0003916317,0,0,0,0,0,252,PINNACLE BANK,2206 S. CTR. ST.,MARSHALLTOWN,IA,50158,19127,2021,202112,1,"261,044","261,044",S,,63.02%,73.53%,209978,1,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
253,LUANA BCORP,0001209211,0,0,0,0,0,253,LUANA SAVINGS BANK,100 HARVEST DR.,LUANA,IA,52156,19043,2021,202112,0,"1,965,700","1,965,700",L,,73.12%,48.26%,1412615,6,1,1,Multi Specialty Lender,1,0,1,1,1,1,20220310
254,WHITNEY CORP OF IOWA,0001200571,0,0,0,0,0,254,FIRST WHITNEY BANK AND TRUST,223 CHESTNUT ST.,ATLANTIC,IA,50022,19029,2021,202112,1,"274,807","274,807",S,,53.71%,86.99%,163096,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
258,STOCK YARDS BCORP INC,0001249730,0,0,0,0,0,258,STOCK YARDS BANK & TRUST COMPANY,1040 E MAIN ST,LOUISVILLE,KY,40206,21111,2021,202112,0,"6,639,234","6,639,234",L,,62.12%,87.17%,976877,64,4,3,Commercial Real Estate Lending Specialization,1,1,1,1,0,1,20220310
262,ROCKCASTLE BCORP INC,0002262268,0,0,0,0,0,262,CITIZENS BANK,411 NEW BRODHEAD RD.,MOUNT VERNON,KY,40456,21203,2021,202112,1,"167,928","167,928",S,,80.51%,86.83%,64211,4,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
267,,,0,0,0,0,0,267,KENTUCKY FARMERS BANK CORPORATION,2500 BROADWAY ST,CATLETTSBURG,KY,41129,21019,2021,202112,1,"270,868","270,868",S,,51.99%,80.97%,79416,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
275,MORGANTOWN DEPOSIT BCORP INC,0001119217,0,0,0,0,0,275,"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",201 N MAIN ST.,MORGANTOWN,KY,42261,21031,2021,202112,1,"257,667","257,667",S,,65.75%,87.32%,146639,5,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
1071539,MIDDLEFORK FINANCIAL GROUP INC,0001071539,0,0,0,0,0,281,HYDEN CITIZENS BANK,22023 MAIN ST,HYDEN,KY,41749,21131,2021,202112,1,"144,995","274,605",S,,40.51%,82.06%,109182,7,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
284,FIRST COMMUNITY BCORP INC,0002151670,0,0,0,0,0,284,AUBURN BANKING COMPANY,218 W MAIN ST,AUBURN,KY,42206,21141,2021,202112,1,"107,458","107,458",S,,69.90%,88.64%,56293,2,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
287,COMMUNITY FINL SERVICES EMPLOY,0002052067,0,0,0,0,0,287,COMMUNITY FINANCIAL SERVICES BANK,221 W 5TH ST,BENTON,KY,42025,21157,2021,202112,1,"1,448,748","1,448,748",S,,61.52%,80.45%,468184,8,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
1071539,MIDDLEFORK FINANCIAL GROUP INC,0001071539,0,0,0,0,0,288,FARMERS & TRADERS BANK OF CAMPTON,215 MOUNTAIN PKWY. SPUR RD,CAMPTON,KY,41301,21237,2021,202112,1,"64,396","274,605",S,,40.51%,82.06%,109182,7,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
289,COMMUNITY EXC BANCSHARES INC,0003923306,0,0,0,0,0,289,BANK OF HINDMAN,1362 HINDMAN BYP,HINDMAN,KY,41822,21119,2021,202112,1,"282,027","282,027",S,,35.84%,85.56%,118568,2,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
291,,,0,0,0,0,0,291,JACKSON COUNTY BANK,123 MAIN ST N,MC KEE,KY,40447,21109,2021,202112,1,"177,405","177,405",S,,38.48%,71.36%,80885,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
292,MONTICELLO BANKSHARES INC,0001097922,0,0,0,0,0,292,THE MONTICELLO BANKING COMPANY,50 N MAIN ST,MONTICELLO,KY,42633,21231,2021,202112,1,"1,006,405","1,006,405",S,,62.33%,89.36%,147717,18,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
296,EDMONSON BANCSHARES INC,0002155397,0,0,0,0,0,296,BANK OF EDMONSON COUNTY,109 S MAIN ST,BROWNSVILLE,KY,42210,21061,2021,202112,1,"254,613","254,613",S,,60.19%,85.99%,157603,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
297,LEWISBURG BANCSHARES CORP,0001250071,0,0,0,0,0,297,LEWISBURG BANKING COMPANY,287 N MAIN ST,LEWISBURG,KY,42256,21141,2021,202112,1,"171,463","171,463",S,,59.91%,81.94%,55383,5,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
303,MCCREARY BANCSHARES INC,0001071342,0,0,0,0,0,303,UNITED CUMBERLAND BANK,47 S MAIN ST,WHITLEY CITY,KY,42653,21147,2021,202112,1,"379,079","379,079",S,,56.04%,85.30%,132930,7,1,2,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
304,CLINTON BCORP INC,0002266387,0,0,0,0,0,304,CLINTON BANK,220 E. CLAY ST.,CLINTON,KY,42031,21105,2021,202112,1,"65,136","65,136",S,,54.95%,76.53%,50447,1,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
306,ZACHARY BANCSHARES INC,0001086056,0,0,0,0,0,306,BANK OF ZACHARY,4743 MAIN ST,ZACHARY,LA,70791,22033,2021,202112,1,"322,922","322,922",S,,53.79%,91.46%,218596,5,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
307,CLINTON BANCSHARES INC,0001085460,0,0,0,0,0,307,LANDMARK BANK,12225 SAINT HELENA ST,CLINTON,LA,70722,22037,2021,202112,1,"181,626","181,626",S,,56.38%,83.21%,83324,4,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
314,,,0,0,0,0,0,314,THE MER ROUGE STATE BANK,102 DAVENPORT AVE,MER ROUGE,LA,71261,22067,2021,202112,1,"52,419","52,419",S,,30.07%,90.43%,47092,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
321,HOLMES COUNTY CAPITAL CORP,0001119057,0,0,0,0,0,321,HOLMES COUNTY BANK,316 COURT SQ,LEXINGTON,MS,39095,28051,2021,202112,1,"146,789","146,789",S,,34.78%,86.61%,65467,4,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
324,CITIZENS CORP,0001246681,0,0,0,0,0,324,CITIZENS BANK,814 MAIN ST,COLUMBIA,MS,39429,28091,2021,202112,1,"465,838","465,838",S,,63.38%,88.52%,151994,8,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
327,,,0,0,0,0,0,327,MERCHANTS AND PLANTERS BANK,308 RAYMOND SQ,RAYMOND,MS,39154,28049,2021,202112,1,"118,402","118,402",S,,44.40%,89.25%,81623,4,1,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
340,PEOPLES FINANCIAL CORP,0001133174,0,0,0,0,0,340,"THE PEOPLES BANK, BILOXI, MISSISSIPPI",152 LAMEUSE ST,BILOXI,MS,39530,28047,2021,202112,1,"816,386","816,386",S,,28.89%,86.36%,175103,19,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
342,FARMERS STATE FINANCIAL CORP,0002108227,0,0,0,0,0,342,FARMERS STATE BANK,103 MAIN ST.,VICTOR,MT,59875,30081,2021,202112,1,"643,132","643,132",S,,52.60%,89.18%,136667,9,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
352,UNITED BCORP,0001128264,0,0,0,0,0,352,THE BANK OF BAKER,116 S MAIN ST.,BAKER,MT,59313,30025,2021,202112,1,"192,106","192,106",S,,36.85%,90.25%,161752,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
358,,,0,0,0,0,0,358,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,30013,2021,202112,1,"46,395","46,395",S,,23.90%,89.98%,37633,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
363,FIRST NATIONAL BCORP INC,0001134845,0,0,0,0,0,363,"FIRST MONTANA BANK, INC.",201 N. HIGGINS AVE.,MISSOULA,MT,59802,30063,2021,202112,1,"483,525","483,525",S,,56.10%,88.68%,94807,10,0,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
384,OHIO VALLEY BANC CORP,0002012436,0,0,0,0,0,384,THE OHIO VALLEY BANK COMPANY,420 3RD AVE.,GALLIPOLIS,OH,45631,39053,2021,202112,1,"1,233,579","1,233,579",S,,65.98%,85.46%,393842,14,0,2,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
389,PEOPLES BANCSHARES GAMBIER INC,0001427734,0,0,0,0,0,389,THE PEOPLES BANK,103 E. WIGGIN ST.,GAMBIER,OH,43022,39083,2021,202112,1,"65,621","65,621",S,,53.12%,90.30%,38615,3,0,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
399,,,0,0,0,0,0,399,FIRST SUMMIT BANK,527 WASHINGTON ST.,RYAN,OK,73565,40067,2021,202112,1,"28,770","28,770",S,,67.85%,86.94%,21865,2,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
402,TUTTLE BANCSHARES INC,0001067372,0,0,0,0,0,402,SOONER STATE BANK,2 S.E. 4TH,TUTTLE,OK,73089,40051,2021,202112,1,"321,650","321,650",S,,49.87%,90.24%,92145,7,1,1,Commercial Real Estate Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
404,F S B PROPERTIES INC,0001055539,0,0,0,0,0,404,THE FARMERS STATE BANK,1101 W. MAIN ST.,QUINTON,OK,74561,40121,2021,202112,1,"156,759","156,759",S,,49.17%,91.40%,63362,4,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
406,CLEO BANCSHARES INC,0001052958,0,0,0,0,0,406,CLEO STATE BANK,202 S. SQ.,CLEO SPRINGS,OK,73729,40093,2021,202112,1,"94,261","94,261",S,,39.65%,81.17%,29176,4,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
414,,,0,0,0,0,0,414,THE STOCK EXCHANGE BANK,1117 10TH ST.,WOODWARD,OK,73801,40153,2021,202112,1,"307,976","307,976",S,,36.29%,84.73%,232521,3,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
418,FIRST KEYES BANCSHARES INC,0001060711,0,0,0,0,0,418,HIGH PLAINS BANK,202 N. MAIN ST.,OKEENE,OK,73763,40011,2021,202112,1,"151,524","151,524",S,,77.61%,82.77%,50267,5,0,1,Multi Specialty Lender,NA,NA,NA,NA,NA,NA,20220310
420,VICI BCORP,0001055605,0,0,0,0,0,420,BANK OF VICI,121 W. BROADWAY ST.,VICI,OK,73859,40043,2021,202112,1,"37,853","37,853",S,,45.94%,87.96%,33910,1,0,1,No Lending Specialty,NA,NA,NA,NA,NA,NA,20220310
421,CHEYENNE BANKING CORP,0002180205,0,0,0,0,0,421,SECURITY STATE BANK,402 BROADWAY,CHEYENNE,OK,73628,40129,2021,202112,1,"246,060","246,060",S,,56.37%,87.56%,135260,3,0,1,Ag Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
428,,,0,0,0,0,0,428,AMERICAN EXCHANGE BANK,510-512 W. MAIN ST.,HENRYETTA,OK,74437,40111,2021,202112,1,"78,479","78,479",S,,72.95%,84.90%,63530,3,1,1,Mortgage Lending Specialization,NA,NA,NA,NA,NA,NA,20220310
